condition,trial,Word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_3.started,text_3.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
short,go,touch,0,26,26,18,,,,,,,86.91690930002369,87.61765999998897,None,,86.91690930002369,85.9230653999839,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,go,quake,0,27,27,3,,,,,,,89.62199399992824,90.33772099995986,space,0.8031386998482049,89.62199399992824,88.63343759998679,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,no-go,abverb,0,28,28,46,,,,,,,91.43884369987063,92.13933279993944,None,,91.43884369987063,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,no-go,muoth,0,29,29,43,,,,,,,94.14201459987089,None,space,0.5940392999909818,94.14201459987089,93.14333330001682,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,go,memory,0,30,30,2,,,,,,,95.76035179989412,96.4610709999688,None,,95.76035179989412,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,go,clinic,0,31,31,17,,,,,,,98.46316709998064,99.16394150000997,None,,98.46316709998064,97.4674454999622,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,no-go,blause,0,32,32,30,,,,,,,101.16636229981668,101.86703949980438,None,,101.16636229981668,100.17089709988795,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,go,donkey,0,33,33,19,,,,,,,103.86925659980625,104.56981509993784,None,,103.86925659980625,102.87345179985277,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,no-go,legnth,0,34,34,36,,,,,,,106.57214169995859,None,space,0.5280327000655234,106.57214169995859,105.5746194999665,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,no-go,wolrd,0,35,35,45,,,,,,,108.12365740002133,None,space,0.626759700011462,108.12365740002133,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,no-go,affiar,0,36,36,25,,,,,,,109.75914639979601,None,space,0.5667139000725001,109.75914639979601,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,no-go,expret,0,37,37,34,,,,,,,111.34405249985866,112.04461189988069,space,0.8427220000885427,111.34405249985866,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,go,sister,0,38,38,10,,,,,,,113.21268350002356,113.91362429992296,None,,113.21268350002356,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,no-go,rythm,0,39,39,42,,,,,,,115.91586979990825,None,space,0.48760470002889633,115.91586979990825,114.92358369985595,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,no-go,hasmter,0,40,40,48,,,,,,,117.4342773000244,118.13486299989745,space,0.7094047998543829,117.4342773000244,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,no-go,jaens,0,41,41,37,,,,,,,119.1695124998223,None,space,0.5812289000023156,119.1695124998223,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,no-go,paerl,0,42,42,29,,,,,,,120.77113779983483,121.47199959983118,space,0.7115285999607295,120.77113779983483,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,go,fight,0,43,43,22,,,,,,,122.50634690001607,123.20726809999906,None,,122.50634690001607,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,go,peak,0,44,44,14,,,,,,,125.20931319985539,125.91005059983581,None,,125.20931319985539,124.21245469991118,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,no-go,imapct,0,45,45,44,,,,,,,127.895689799916,None,space,0.5304960000794381,127.895689799916,126.91708859987557,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,no-go,obiect,0,46,46,27,,,,,,,129.44741759984754,None,space,0.5979959000833333,129.44741759984754,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,go,napkin,0,47,47,12,,,,,,,131.06600769981742,None,space,0.5106178999412805,131.06600769981742,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,no-go,dagner,0,48,48,33,,,,,,,132.6007714997977,133.30148439994082,space,0.7465568000916392,132.6007714997977,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
short,no-go,kindey,0,49,49,49,,,,,,,134.36940259998664,135.07037059986033,space,1.459959200117737,134.36940259998664,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,championship,,,,,0,0,0,15,,,136.9223569999449,137.6229637998622,None,,136.9223569999449,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,precpetion,,,,,0,1,1,27,,,139.62542539997958,140.32610129984096,space,0.6930553000420332,139.62542539997958,138.63193119992502,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,background,,,,,0,2,2,4,,,141.34403539984487,142.044652499957,None,,141.34403539984487,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,ochrestra,,,,,0,3,3,48,,,144.04694179981016,None,space,0.5915845998097211,144.04694179981016,143.05049879988655,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,subtsanse,,,,,0,4,4,38,,,145.6649144999683,146.36581319989637,space,0.9841053001582623,145.6649144999683,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,statement,,,,,0,5,5,22,,,147.6674946998246,148.368236299837,None,,147.6674946998246,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,commentary,,,,,0,6,6,13,,,150.37054009991698,151.07132170000114,None,,150.37054009991698,149.3776505999267,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,ecletricity,,,,,0,7,7,44,,,153.05680919997394,None,space,0.5264264000579715,153.05680919997394,152.07869250001386,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,passenger,,,,,0,8,8,18,,,154.60854249983095,155.30888279993087,None,,154.60854249983095,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,accommodation,,,,,0,9,9,2,,,157.3114275999833,158.0120531998109,None,,157.3114275999833,156.31809740001336,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,auidence,,,,,0,10,10,30,,,159.99793179985136,None,space,0.5245394001249224,159.99793179985136,159.01863169996068,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,terrirost,,,,,0,11,11,39,,,161.54960639984347,162.25022359983996,space,0.906965000089258,161.54960639984347,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,govrnement,,,,,0,12,12,31,,,163.48486620001495,None,space,0.6021483999211341,163.48486620001495,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,cerfiticate,,,,,0,13,13,43,,,165.10353429988027,165.80423579993658,None,,165.10353429988027,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,creativity,,,,,0,14,14,0,,,167.80631209979765,168.50718209985644,None,,167.80631209979765,166.81590719986707,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,temperature,,,,,0,15,15,10,,,170.50952539988793,171.21018329984508,space,0.7093888998497277,170.50952539988793,169.5159819999244,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,supremakret,,,,,0,16,16,36,,,172.24463590001687,None,space,0.65117650013417,172.24463590001687,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,labarotary,,,,,0,17,17,29,,,173.8964938998688,174.5972825998906,space,1.4500547000207007,173.8964938998688,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,university,,,,,0,18,18,8,,,176.34915179992095,177.0498434000183,None,,176.34915179992095,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,photgoaph,,,,,0,19,19,45,,,179.0355491999071,179.73613079986535,space,0.8355264000128955,179.0355491999071,178.05740689998493,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,tournament,,,,,0,20,20,23,,,180.88748149992898,181.58809589990415,None,,180.88748149992898,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,formation,,,,,0,21,21,20,,,183.59046450001188,184.2912582999561,None,,183.59046450001188,182.5957837998867,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,trasntcipt,,,,,0,22,22,46,,,186.29333289992064,None,space,0.500561400083825,186.29333289992064,185.2996194998268,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,experience,,,,,0,23,23,17,,,187.81167199998163,188.51227399986237,None,,187.81167199998163,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,paragraph,,,,,0,24,24,24,,,190.51476439996623,191.21554949996062,None,,190.51476439996623,189.52059630001895,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,depatmrent,,,,,0,25,25,49,,,193.2177235998679,None,space,0.6505358000285923,193.2177235998679,192.2246354999952,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,advetnure,,,,,0,26,26,25,,,194.88638689997606,195.58686749986373,space,0.7182049001567066,194.88638689997606,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,vegetable,,,,,0,27,27,7,,,196.62171479989775,197.32228999980725,None,,196.62171479989775,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,scholarship,,,,,0,28,28,1,,,199.3246116999071,200.02512150001712,space,0.8293159001041204,199.3246116999071,198.33183549996465,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,breafakst,,,,,0,29,29,34,,,201.17653299984522,201.8770911998581,space,0.930255200015381,201.17653299984522,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,persolanity,,,,,0,30,30,35,,,203.1285592999775,None,space,0.5252769999206066,203.1285592999775,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,frmaework,,,,,0,31,31,26,,,204.68045969982632,None,space,0.5442898001056165,204.68045969982632,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,madication,,,,,0,32,32,16,,,206.2488004998304,None,space,0.5376843998674303,206.2488004998304,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,professor,,,,,0,33,33,21,,,207.81716570002027,208.5177410999313,None,,207.81716570002027,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,addiction,,,,,0,34,34,19,,,210.52017369982786,211.22082289983518,None,,210.52017369982786,209.52381589985453,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,structure,,,,,0,35,35,6,,,213.22313449997455,213.92396669997834,None,,213.22313449997455,212.22590979980305,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,afternoon,,,,,0,36,36,14,,,215.92623119987547,216.6268161998596,None,,215.92623119987547,214.93249859986827,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,documneatry,,,,,0,37,37,28,,,218.6292854999192,219.32977789989673,space,0.7780560001265258,218.6292854999192,217.63650169991888,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,government,,,,,0,38,38,9,,,220.43115989980288,221.13193599996157,space,1.2055647000670433,220.43115989980288,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,hurricane,,,,,0,39,39,3,,,222.66697729984298,223.36759789986536,None,,222.66697729984298,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,perfomarnce,,,,,0,40,40,42,,,225.36996839987114,226.07052559987642,space,0.9097345999907702,225.36996839987114,224.37710119993426,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,gilrfreind,,,,,0,41,41,37,,,227.3053228999488,None,space,0.5330628999508917,227.3053228999488,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,president,,,,,0,42,42,11,,,228.85717620002106,229.55762379989028,space,0.764612799976021,228.85717620002106,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,beefstaek,,,,,0,43,43,41,,,230.6424783000257,None,space,0.5653532000724226,230.6424783000257,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,imimgration,,,,,0,44,44,40,,,232.22748439991847,232.9280608999543,space,0.9210570999421179,232.22748439991847,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,ciragette,,,,,0,45,45,33,,,234.1796990998555,234.88037649984471,space,0.9361699000000954,234.1796990998555,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,stereotype,,,,,0,46,46,5,,,236.14844479993917,236.84924259991385,None,,236.14844479993917,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,derpession,,,,,0,47,47,47,,,238.85146299982443,239.55226209992543,space,0.7405817001126707,238.85146299982443,237.85789310000837,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,go,narrative,,,,,0,48,48,12,,,240.62013989989646,241.3208304999862,None,,240.62013989989646,None,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
long,no-go,alcholic,,,,,0,49,49,32,,,243.32301079994068,None,space,0.6377705000340939,243.32301079994068,242.32679269998334,7,001,2021_Dec_01_1518,experiment,2021.2.3,59.935006430684425,
