condition,trial,Word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_3.started,text_3.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
short,no-go,affiar,0,14,14,25,,,,,,,63.91585960006341,64.6165539000649,space,63.91585960006341,62.91838879999705,0.8472134999465197,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,cemal,0,15,15,47,,,,,,,65.78436489985324,66.48510079993866,space,65.78436489985324,None,0.9825655000749975,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,legnth,0,16,16,36,,,,,,,67.78676639986224,68.48748359992169,space,67.78676639986224,None,0.8368281999137253,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,dagner,0,17,17,33,,,,,,,69.65551529987715,70.35601009987295,space,69.65551529987715,None,1.0241531000938267,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,heant,0,18,18,38,,,,,,,71.70750889996998,72.40853989985771,space,71.70750889996998,None,1.1193222000729293,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,go,pilgrim,0,19,19,24,,,,,,,73.84337159991264,74.54421389987692,None,73.84337159991264,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,go,accent,0,20,20,0,,,,,,,76.54631290002726,77.24703169986606,space,76.54631290002726,75.55323179997504,0.894508299883455,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,sesnor,0,21,21,32,,,,,,,78.44862199993804,79.14921439997852,space,78.44862199993804,None,0.8245842000469565,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,go,card,0,22,22,20,,,,,,,80.30045169987716,81.0012759999372,None,80.30045169987716,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,go,parent,0,23,23,6,,,,,,,83.00347759993747,83.70401929994114,None,83.00347759993747,82.00757690006867,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,go,donkey,0,24,24,19,,,,,,,85.70646600006148,86.406965599861,None,85.70646600006148,84.714409600012,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,imapct,0,25,25,44,,,,,,,88.39293470000848,89.09365070005879,space,88.39293470000848,87.41435489989817,0.8442212999798357,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,expret,0,26,26,34,,,,,,,90.27809989987873,90.97868399997242,space,90.27809989987873,None,0.9217430001590401,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,go,review,0,27,27,13,,,,,,,92.2471284000203,92.94789319997653,None,92.2471284000203,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,go,decay,0,28,28,4,,,,,,,94.93313509994186,95.63388089998625,None,94.93313509994186,93.95550279994495,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,wolrd,0,29,29,45,,,,,,,97.63640429987572,98.33711560000665,space,97.63640429987572,96.63934280001558,0.7015223999042064,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,go,crown,0,30,30,21,,,,,,,99.35480309999548,100.05535089992918,None,99.35480309999548,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,go,land,0,31,31,23,,,,,,,102.05772739998065,102.7585028000176,None,102.05772739998065,101.05999179999344,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,go,beach,0,32,32,9,,,,,,,104.76080269995145,105.46175859984942,None,104.76080269995145,103.76552399992943,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,muoth,0,33,33,43,,,,,,,107.46386700007133,None,space,107.46386700007133,106.46714670001529,0.6757789000403136,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,go,dentist,0,34,34,16,,,,,,,109.16564169991761,109.8664875999093,None,109.16564169991761,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,mililon,0,35,35,40,,,,,,,111.86861820006743,112.56916579999961,space,111.86861820006743,110.87312999996357,0.8991217999719083,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,abverb,0,36,36,46,,,,,,,113.78740309993736,114.48823620006442,space,113.78740309993736,None,0.7953355999197811,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,hasmter,0,37,37,48,,,,,,,115.6061394000426,116.3066070000641,space,115.6061394000426,None,0.9692467998247594,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,go,quake,0,38,38,3,,,,,,,117.62511490006,118.32580449990928,None,117.62511490006,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,go,scale,0,39,39,8,,,,,,,120.32792910002172,121.02840760000981,None,120.32792910002172,119.33235479984432,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,oirgin,0,40,40,39,,,,,,,123.0310157998465,123.7316320000682,space,123.0310157998465,122.03476409986615,0.7280045000370592,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,go,clinic,0,41,41,17,,,,,,,124.78283190005459,125.48353819991462,None,124.78283190005459,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,kindey,0,42,42,49,,,,,,,127.48600859986618,128.18653239984997,space,127.48600859986618,126.48935310007073,0.8123449999839067,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,jaens,0,43,43,37,,,,,,,129.3213493998628,130.02181850001216,None,129.3213493998628,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,noiton,0,44,44,28,,,,,,,132.02419580006972,132.72512349998578,None,132.02419580006972,131.0262153998483,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,beleif,0,45,45,26,,,,,,,134.72717139986344,135.42778739985079,None,134.72717139986344,133.72972369985655,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,rythm,0,46,46,42,,,,,,,137.43034089985304,138.13099360000342,space,137.43034089985304,136.4319382000249,0.7139092998113483,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,widnow,0,47,47,35,,,,,,,139.1653815000318,139.86622560000978,space,139.1653815000318,None,0.7133003000635654,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,obiect,0,48,48,27,,,,,,,140.9006055998616,141.6012136999052,space,140.9006055998616,None,0.9441616002004594,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
short,no-go,paerl,0,49,49,29,,,,,,,142.85291090002283,None,space,142.85291090002283,None,0.6578186999540776,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,professor,,,,,0,0,0,21,,,144.5881129000336,145.28875990002416,None,144.5881129000336,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,experience,,,,,0,1,1,17,,,147.2912359999027,147.99182359990664,None,147.2912359999027,146.29753590002656,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,addiction,,,,,0,2,2,19,,,149.99398120003752,150.69473659992218,None,149.99398120003752,148.9999569999054,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,govrnement,,,,,0,3,3,31,,,152.69703489984386,None,space,152.69703489984386,151.7043516000267,0.5316223001573235,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,subtsanse,,,,,0,4,4,38,,,154.23211149987765,154.93272270006128,space,154.23211149987765,None,1.164080899907276,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,afternoon,,,,,0,5,5,14,,,156.41763969999738,157.11856859992258,None,156.41763969999738,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,frmaework,,,,,0,6,6,26,,,159.12094719987363,None,space,159.12094719987363,158.1270148998592,0.5945565002039075,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,cerfiticate,,,,,0,7,7,43,,,160.73914749990217,161.43988199997693,None,160.73914749990217,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,stereotype,,,,,0,8,8,5,,,163.44233980006538,164.1430335000623,None,163.44233980006538,162.4526193998754,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,madication,,,,,0,9,9,16,,,166.14516699989326,166.84609290002845,space,166.14516699989326,165.1516364000272,0.8449975999537855,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,commentary,,,,,0,10,10,13,,,168.01411519991234,168.71477789990604,None,168.01411519991234,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,ecletricity,,,,,0,11,11,44,,,170.7168987998739,171.41744660004042,space,170.7168987998739,169.72331260005012,0.7741888000164181,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,beefstaek,,,,,0,12,12,41,,,172.51909309998155,None,space,172.51909309998155,None,0.5834999999497086,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,auidence,,,,,0,13,13,30,,,174.10401310003363,174.8048377998639,space,174.10401310003363,None,0.8195741001982242,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,breafakst,,,,,0,14,14,34,,,175.95604939991608,176.65670929988846,space,175.95604939991608,None,1.111114599974826,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,perfomarnce,,,,,0,15,15,42,,,178.0919353000354,178.79259209986776,space,178.0919353000354,None,0.8312830000650138,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,paragraph,,,,,0,16,16,24,,,179.9437565000262,180.6443689998705,None,179.9437565000262,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,depatmrent,,,,,0,17,17,49,,,182.6300462000072,183.33086610003375,space,182.6300462000072,181.65124869998544,0.7237718000542372,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,supremakret,,,,,0,18,18,36,,,184.38214559992775,185.0826200998854,space,184.38214559992775,None,0.8853430000599474,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,persolanity,,,,,0,19,19,35,,,186.28400400001556,186.9847107999958,space,186.28400400001556,None,0.8615223001688719,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,derpession,,,,,0,20,20,47,,,188.16957590007223,188.87030439986847,space,188.16957590007223,None,0.8140020000282675,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,documneatry,,,,,0,21,21,28,,,190.0048938000109,190.70567409996875,space,190.0048938000109,None,0.8367161999922246,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,government,,,,,0,22,22,9,,,191.87357319984585,192.57420410006307,None,191.87357319984585,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,university,,,,,0,23,23,8,,,194.57664290000685,195.27726650005206,None,194.57664290000685,193.58282650006004,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,background,,,,,0,24,24,4,,,197.27966049988754,197.98035739990883,space,197.27966049988754,196.28357309987769,0.8672786999959499,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,photgoaph,,,,,0,25,25,45,,,199.16496720002033,199.86573620000854,space,199.16496720002033,None,1.1969579998403788,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,ochrestra,,,,,0,26,26,48,,,201.38393029989675,202.08487450005487,space,201.38393029989675,None,0.720653599826619,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,tournament,,,,,0,27,27,23,,,203.13603230006993,203.83681500004604,None,203.13603230006993,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,accommodation,,,,,0,28,28,2,,,205.83910880004987,206.5397030999884,None,205.83910880004987,204.84665219997987,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,statement,,,,,0,29,29,22,,,208.5419777999632,209.24277359992266,None,208.5419777999632,207.54295689985156,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,formation,,,,,0,30,30,20,,,211.22830979991704,211.92898570001125,None,211.22830979991704,210.2510076998733,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,hurricane,,,,,0,31,31,3,,,213.9144458998926,None,space,213.9144458998926,212.9366051000543,0.5017750000115484,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,vegetable,,,,,0,32,32,7,,,215.4328314999584,216.13331139995717,None,215.4328314999584,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,terrirost,,,,,0,33,33,39,,,218.1191237999592,218.82004819996655,space,218.1191237999592,217.14122879994102,0.7636479998473078,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,president,,,,,0,34,34,11,,,219.904546600068,220.60547559987754,None,219.904546600068,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,gilrfreind,,,,,0,35,35,37,,,222.6074453999754,223.3082564000506,space,222.6074453999754,221.61475989990868,0.9907249000389129,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,championship,,,,,0,36,36,15,,,224.62654339987785,225.32703789998777,None,224.62654339987785,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,temperature,,,,,0,37,37,10,,,227.32941589993425,228.03011799999513,None,227.32941589993425,226.33279479993507,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,creativity,,,,,0,38,38,0,,,230.0323536999058,230.7329533000011,None,230.0323536999058,229.03898920002393,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,trasntcipt,,,,,0,39,39,46,,,232.7353252999019,233.43618369987234,space,232.7353252999019,231.7413659999147,0.7124745000619441,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,imimgration,,,,,0,40,40,40,,,234.47074129991233,235.17125239991583,space,234.47074129991233,None,0.9113078000955284,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,scholarship,,,,,0,41,41,1,,,236.4061091998592,237.10678919986822,None,236.4061091998592,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,advetnure,,,,,0,42,42,25,,,239.10965549992397,239.80970039987005,space,239.10965549992397,238.11347229988314,0.9756781999021769,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,narrative,,,,,0,43,43,12,,,241.11104370001704,241.8117907999549,None,241.11104370001704,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,labarotary,,,,,0,44,44,29,,,243.81436920003034,244.51499799988233,space,243.81436920003034,242.81945970002562,1.079192099859938,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,alcholic,,,,,0,45,45,32,,,245.91654430003837,None,space,245.91654430003837,None,0.643067899858579,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,ciragette,,,,,0,46,46,33,,,247.58518889988773,248.28582939994521,space,247.58518889988773,None,1.0038280999287963,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,structure,,,,,0,47,47,6,,,249.62077969987877,250.32127549988218,None,249.62077969987877,None,,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,no-go,precpetion,,,,,0,48,48,27,,,252.30701399990357,253.00770149985328,space,252.30701399990357,251.32895540003665,1.229512199992314,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
long,go,passenger,,,,,0,49,49,18,,,254.55942140007392,255.2601284000557,space,254.55942140007392,None,1.0278868000023067,5,001,2021_Dec_01_1455,experiment,2021.2.3,59.94391649130007,
